cl.from,cl.to,Freq,cl.from.total,cl.to.total,odds,pval.log,frac,cl.from.label,cl.to.label
66,79,842,19907,10538,68.58777459,-2785.724897,0.04229668,Sst Myh8_1_2,Sst Tac2_2
79,80,496,11211,2091,361.5612858,-2505.771282,0.044242262,Sst Tac2_2,Sst Rxfp1 Ndnf_1
80,80,873,2314,2091,3083.155914,-6549.544132,0.377268799,Sst Rxfp1 Ndnf_1,Sst Rxfp1 Ndnf_1
81,80,374,11913,2091,256.5636106,-1747.212926,0.031394275,Sst Rxfp1 Ndnf_2,Sst Rxfp1 Ndnf_1
79,81,613,11211,12242,76.32422056,-2088.301213,0.054678441,Sst Tac2_2,Sst Rxfp1 Ndnf_2
80,81,490,2314,12242,295.5826792,-2368.634003,0.211754538,Sst Rxfp1 Ndnf_1,Sst Rxfp1 Ndnf_2
81,81,8310,11913,12242,973.7021701,-56720.69675,0.69755729,Sst Rxfp1 Ndnf_2,Sst Rxfp1 Ndnf_2
86,81,135,4154,12242,45.3642288,-389.1299058,0.032498796,Sst Rxfp1 Bcl6_3_2_2,Sst Rxfp1 Ndnf_2
82,81,2583,65068,12242,55.41192071,-8173.060062,0.039696932,Sst Rxfp1 Bcl6_3_1_1,Sst Rxfp1 Ndnf_2
85,85,501,1196,1110,6448.848859,-4156.228447,0.418896321,Sst Rxfp1 Bcl6_3_2_1,Sst Rxfp1 Bcl6_3_2_1
79,86,789,11211,4239,283.7055718,-3780.322152,0.070377308,Sst Tac2_2,Sst Rxfp1 Bcl6_3_2_2
86,86,2207,4154,4239,2141.761244,-16167.89609,0.531295137,Sst Rxfp1 Bcl6_3_2_2,Sst Rxfp1 Bcl6_3_2_2
79,82,659,11211,65667,15.29651571,-1205.868608,0.058781554,Sst Tac2_2,Sst Rxfp1 Bcl6_3_1_1
81,82,2476,11913,65667,54.08551304,-7768.646615,0.207840175,Sst Rxfp1 Ndnf_2,Sst Rxfp1 Bcl6_3_1_1
85,82,363,1196,65667,78.98177698,-1292.591038,0.303511706,Sst Rxfp1 Bcl6_3_2_1,Sst Rxfp1 Bcl6_3_1_1
86,82,1185,4154,65667,74.23407704,-4133.144692,0.285267212,Sst Rxfp1 Bcl6_3_2_2,Sst Rxfp1 Bcl6_3_1_1
82,82,57679,65068,65667,230.6756321,-338519.1384,0.886441876,Sst Rxfp1 Bcl6_3_1_1,Sst Rxfp1 Bcl6_3_1_1
77,82,639,17529,65667,9.486263246,-881.9987755,0.036453876,Sst Th,Sst Rxfp1 Bcl6_3_1_1
78,82,141,1887,65667,19.44458451,-292.9962443,0.074721781,Sst Lmo1 Eya1,Sst Rxfp1 Bcl6_3_1_1
84,82,471,1430,65667,85.71095317,-1722.392436,0.329370629,Sst Rxfp1 Bcl6_3_1_3,Sst Rxfp1 Bcl6_3_1_1
112,82,904,12994,65667,18.10410347,-1802.691193,0.069570571,Pvalb Antxr2 Syt2 Tac1_2_1,Sst Rxfp1 Bcl6_3_1_1
65,65,29958,39502,40242,322.0422158,-175352.7523,0.75839198,Sst Myh8_1_1,Sst Myh8_1_1
66,65,1996,19907,40242,42.57687621,-5690.207319,0.100266238,Sst Myh8_1_2,Sst Myh8_1_1
67,65,2425,22655,40242,45.45343935,-7089.120827,0.107040388,Sst Myh8_1_3,Sst Myh8_1_1
69,65,5755,135678,40242,18.01171097,-11707.00978,0.042416604,Sst Myh8_2_2,Sst Myh8_1_1
79,66,1004,11211,18563,82.44034996,-3514.497329,0.089554901,Sst Tac2_2,Sst Myh8_1_2
80,66,157,2314,18563,62.45781173,-503.9491397,0.067847882,Sst Rxfp1 Ndnf_1,Sst Myh8_1_2
66,66,13572,19907,18563,627.6080435,-87193.28386,0.681770232,Sst Myh8_1_2,Sst Myh8_1_2
67,66,1136,22655,18563,46.15988639,-3308.033736,0.050143456,Sst Myh8_1_3,Sst Myh8_1_2
73,66,182,2752,18563,60.87982913,-579.1028923,0.066133721,Sst HPF Layn_2,Sst Myh8_1_2
65,67,1694,39502,22466,32.61874126,-4362.292277,0.042883905,Sst Myh8_1_1,Sst Myh8_1_3
66,67,1425,19907,22466,54.44799908,-4396.711205,0.07158286,Sst Myh8_1_2,Sst Myh8_1_3
67,67,16626,22655,22466,558.2086811,-105930.1676,0.733877731,Sst Myh8_1_3,Sst Myh8_1_3
104,67,2327,24855,22466,71.21237864,-7867.717567,0.093623013,Sst Hpse Syndig1l_3,Sst Myh8_1_3
65,69,6611,39502,138561,20.63980998,-14408.3714,0.167358615,Sst Myh8_1_1,Sst Myh8_2_2
69,69,124002,135678,138561,112.7137448,-648015.2774,0.913943307,Sst Myh8_2_2,Sst Myh8_2_2
70,69,1965,9860,138561,24.57781449,-4618.739362,0.199290061,Sst Sema5a Pnoc_2,Sst Myh8_2_2
71,69,286,2699,138561,13.0683504,-488.312617,0.105965172,Sst Cartpt Moxd1,Sst Myh8_2_2
73,69,191,2752,138561,8.55938497,-250.2172181,0.06940407,Sst HPF Layn_2,Sst Myh8_2_2
68,69,4456,17257,138561,31.84472517,-11775.75692,0.258214058,Sst Myh8_2_1,Sst Myh8_2_2
70,70,6363,9860,9478,1163.501467,-44193.17687,0.645334686,Sst Sema5a Pnoc_2,Sst Sema5a Pnoc_2
71,70,534,2699,9478,356.7141189,-2681.362097,0.197851056,Sst Cartpt Moxd1,Sst Sema5a Pnoc_2
72,70,229,2420,9478,170.6090415,-966.6534537,0.094628099,Sst HPF Layn_1,Sst Sema5a Pnoc_2
73,70,334,2752,9478,218.816448,-1497.796448,0.121366279,Sst HPF Layn_2,Sst Sema5a Pnoc_2
78,70,92,1887,9478,87.90181731,-326.6665419,0.048754637,Sst Lmo1 Eya1,Sst Sema5a Pnoc_2
70,71,502,9860,2599,334.7488963,-2486.296852,0.050912779,Sst Sema5a Pnoc_2,Sst Cartpt Moxd1
71,71,1207,2699,2599,2940.334483,-9096.827766,0.447202668,Sst Cartpt Moxd1,Sst Cartpt Moxd1
72,71,90,2420,2599,244.5228759,-411.680443,0.037190083,Sst HPF Layn_1,Sst Cartpt Moxd1
96,71,188,4001,2599,308.9453404,-905.3025409,0.046988253,Sst RHP Anxa2,Sst Cartpt Moxd1
72,72,1614,2420,2257,5049.57976,-13686.53536,0.666942149,Sst HPF Layn_1,Sst HPF Layn_1
73,72,89,2752,2257,244.8548152,-407.2539805,0.032340116,Sst HPF Layn_2,Sst HPF Layn_1
96,72,142,4001,2257,268.7118785,-663.2314601,0.035491127,Sst RHP Anxa2,Sst HPF Layn_1
72,73,94,2420,2393,277.3757057,-441.9667105,0.038842975,Sst HPF Layn_1,Sst HPF Layn_2
73,73,1430,2752,2393,3710.594875,-11341.00237,0.519622093,Sst HPF Layn_2,Sst HPF Layn_2
71,68,159,2699,16598,60.65088057,-505.1059939,0.058910708,Sst Cartpt Moxd1,Sst Myh8_2_1
68,68,11117,17257,16598,663.2315499,-70930.43803,0.644202353,Sst Myh8_2_1,Sst Myh8_2_1
76,68,1182,6751,16598,180.2570417,-5120.296657,0.175085173,Sst Anxa2 Kirrel3_1_1_3,Sst Myh8_2_1
75,68,364,5814,16598,64.45687216,-1177.070691,0.062607499,Sst Anxa2 Kirrel3_1_1_2,Sst Myh8_2_1
68,76,867,17257,6211,138.2263691,-3501.348336,0.050240482,Sst Myh8_2_1,Sst Anxa2 Kirrel3_1_1_3
76,76,4314,6751,6211,1758.122511,-31818.89455,0.639016442,Sst Anxa2 Kirrel3_1_1_3,Sst Anxa2 Kirrel3_1_1_3
74,76,687,10005,6211,188.9194819,-2984.498273,0.068665667,Sst Anxa2 Kirrel3_1_1_1,Sst Anxa2 Kirrel3_1_1_3
75,76,230,5814,6211,108.8403452,-863.1399541,0.039559684,Sst Anxa2 Kirrel3_1_1_2,Sst Anxa2 Kirrel3_1_1_3
76,74,775,6751,9829,199.5826986,-3414.548238,0.114797808,Sst Anxa2 Kirrel3_1_1_3,Sst Anxa2 Kirrel3_1_1_1
74,74,7577,10005,9829,1316.647413,-55247.53637,0.757321339,Sst Anxa2 Kirrel3_1_1_1,Sst Anxa2 Kirrel3_1_1_1
75,74,881,5814,9829,263.4451314,-4147.417553,0.151530788,Sst Anxa2 Kirrel3_1_1_2,Sst Anxa2 Kirrel3_1_1_1
96,74,191,4001,9829,82.99541711,-665.1379196,0.047738065,Sst RHP Anxa2,Sst Anxa2 Kirrel3_1_1_1
76,75,280,6751,5244,135.1530564,-1112.854106,0.041475337,Sst Anxa2 Kirrel3_1_1_3,Sst Anxa2 Kirrel3_1_1_2
74,75,837,10005,5244,272.6115883,-3970.127035,0.083658171,Sst Anxa2 Kirrel3_1_1_1,Sst Anxa2 Kirrel3_1_1_2
75,75,3256,5814,5244,1824.926244,-23681.81945,0.56002752,Sst Anxa2 Kirrel3_1_1_2,Sst Anxa2 Kirrel3_1_1_2
71,96,170,2699,3811,282.4266789,-802.6674171,0.062986291,Sst Cartpt Moxd1,Sst RHP Anxa2
72,96,185,2420,3811,342.7804501,-910.6208504,0.076446281,Sst HPF Layn_1,Sst RHP Anxa2
96,96,2854,4001,3811,3198.490755,-23134.94755,0.71332167,Sst RHP Anxa2,Sst RHP Anxa2
79,87,555,11211,37191,22.74622893,-1224.046292,0.04950495,Sst Tac2_2,Sst Crhr2 Nr2f2_1
85,87,133,1196,37191,51.09533331,-403.6987615,0.111204013,Sst Rxfp1 Bcl6_3_2_1,Sst Crhr2 Nr2f2_1
71,87,176,2699,37191,29.96198336,-437.57976,0.065209337,Sst Cartpt Moxd1,Sst Crhr2 Nr2f2_1
73,87,312,2752,37191,52.09150915,-950.0226072,0.113372093,Sst HPF Layn_2,Sst Crhr2 Nr2f2_1
87,87,32236,36091,37191,410.3958937,-207568.6181,0.893186667,Sst Crhr2 Nr2f2_1,Sst Crhr2 Nr2f2_1
91,87,1545,42814,37191,16.58072263,-2945.207616,0.036086327,Sst Crhr2 Pdyn_3_3,Sst Crhr2 Nr2f2_1
77,87,704,17529,37191,18.45339565,-1409.453512,0.040162017,Sst Th,Sst Crhr2 Nr2f2_1
80,91,113,2314,42735,19.52675205,-234.4706118,0.048833189,Sst Rxfp1 Ndnf_1,Sst Crhr2 Pdyn_3_3
87,91,1327,36091,42735,14.70235585,-2374.302828,0.036768169,Sst Crhr2 Nr2f2_1,Sst Crhr2 Pdyn_3_3
91,91,35407,42814,42735,330.687858,-214863.364,0.826995842,Sst Crhr2 Pdyn_3_3,Sst Crhr2 Pdyn_3_3
90,91,1868,14006,42735,53.33074772,-5765.619705,0.133371412,Sst Crhr2 Pdyn_3_2,Sst Crhr2 Pdyn_3_3
92,91,974,5637,42735,69.09169463,-3267.585243,0.172786943,Sst Crhr2 Pdyn_3_4,Sst Crhr2 Pdyn_3_3
89,91,572,9516,42735,24.0356858,-1294.19723,0.06010929,Sst Crhr2 Pdyn_3_1,Sst Crhr2 Pdyn_3_3
102,91,998,15909,42735,25.08433443,-2302.266197,0.062731787,Sst Hpse Syndig1l_2_1,Sst Crhr2 Pdyn_3_3
78,91,77,1887,42735,16.31675332,-147.195556,0.040805511,Sst Lmo1 Eya1,Sst Crhr2 Pdyn_3_3
91,90,1427,42814,13101,43.47427546,-4093.354951,0.033330219,Sst Crhr2 Pdyn_3_3,Sst Crhr2 Pdyn_3_2
90,90,8408,14006,13101,783.0198386,-54484.06301,0.600314151,Sst Crhr2 Pdyn_3_2,Sst Crhr2 Pdyn_3_2
92,90,808,5637,13101,186.9637931,-3512.526916,0.143338655,Sst Crhr2 Pdyn_3_4,Sst Crhr2 Pdyn_3_2
89,90,496,9516,13101,67.98630333,-1630.056538,0.052122741,Sst Crhr2 Pdyn_3_1,Sst Crhr2 Pdyn_3_2
90,92,894,14006,5677,192.1335175,-3918.233604,0.063829787,Sst Crhr2 Pdyn_3_2,Sst Crhr2 Pdyn_3_4
92,92,3408,5637,5677,1819.831961,-24845.24301,0.604576903,Sst Crhr2 Pdyn_3_4,Sst Crhr2 Pdyn_3_4
90,89,542,14006,9814,67.38104498,-1777.199174,0.038697701,Sst Crhr2 Pdyn_3_2,Sst Crhr2 Pdyn_3_1
89,89,5887,9516,9814,1077.18967,-39899.53284,0.618642287,Sst Crhr2 Pdyn_3_1,Sst Crhr2 Pdyn_3_1
102,89,1124,15909,9814,123.0200805,-4404.543719,0.070651832,Sst Hpse Syndig1l_2_1,Sst Crhr2 Pdyn_3_1
106,89,248,4032,9814,107.0985855,-927.7787568,0.061507937,Sst Calb2 Gpc5_3_1,Sst Crhr2 Pdyn_3_1
107,89,279,4433,9814,109.5870029,-1050.354581,0.062937063,Sst Calb2 Gpc5_3_3_1,Sst Crhr2 Pdyn_3_1
89,102,920,9516,15395,107.312999,-3467.226659,0.096679277,Sst Crhr2 Pdyn_3_1,Sst Hpse Syndig1l_2_1
102,102,11213,15909,15395,782.3442197,-74738.96091,0.70482117,Sst Hpse Syndig1l_2_1,Sst Hpse Syndig1l_2_1
102,103,1131,15909,29677,40.93533581,-3159.324093,0.071091835,Sst Hpse Syndig1l_2_1,Sst Hpse Syndig1l_2_2
103,103,23203,28861,29677,462.9258148,-146527.286,0.803956897,Sst Hpse Syndig1l_2_2,Sst Hpse Syndig1l_2_2
104,103,2425,24855,29677,56.17933704,-7608.831426,0.097565882,Sst Hpse Syndig1l_3,Sst Hpse Syndig1l_2_2
107,103,378,4433,29677,49.09900633,-1123.655702,0.085269569,Sst Calb2 Gpc5_3_3_1,Sst Hpse Syndig1l_2_2
100,103,232,6005,29677,22.24608578,-506.6838568,0.038634471,Sst RHP Crhbp Adamtsl1_2_2,Sst Hpse Syndig1l_2_2
67,104,2097,22655,24466,64.65022247,-6869.575748,0.092562348,Sst Myh8_1_3,Sst Hpse Syndig1l_3
103,104,2363,28861,24466,57.18577439,-7454.742452,0.081875195,Sst Hpse Syndig1l_2_2,Sst Hpse Syndig1l_3
104,104,19236,24855,24466,540.550982,-123851.3224,0.773928787,Sst Hpse Syndig1l_3,Sst Hpse Syndig1l_3
107,104,148,4433,24466,23.31844811,-330.4939755,0.033385969,Sst Calb2 Gpc5_3_3_1,Sst Hpse Syndig1l_3
64,106,158,1467,3523,522.4117796,-846.8911436,0.107702795,Sst Rasgef1b,Sst Calb2 Gpc5_3_1
106,106,2620,4032,3523,3151.858818,-21018.73821,0.649801587,Sst Calb2 Gpc5_3_1,Sst Calb2 Gpc5_3_1
89,107,321,9516,4193,137.4752024,-1283.337552,0.033732661,Sst Crhr2 Pdyn_3_1,Sst Calb2 Gpc5_3_3_1
107,107,1701,4433,4193,1563.796911,-11597.01841,0.383713061,Sst Calb2 Gpc5_3_3_1,Sst Calb2 Gpc5_3_3_1
74,108,348,10005,78629,7.559238184,-410.8580868,0.034782609,Sst Anxa2 Kirrel3_1_1_1,Sst Calb2 Gpc5_3_3_2
75,108,696,5814,78629,26.01657311,-1646.071498,0.119711042,Sst Anxa2 Kirrel3_1_1_2,Sst Calb2 Gpc5_3_3_2
96,108,210,4001,78629,11.40687341,-327.992364,0.052486878,Sst RHP Anxa2,Sst Calb2 Gpc5_3_3_2
89,108,519,9516,78629,11.85301416,-825.5588248,0.054539723,Sst Crhr2 Pdyn_3_1,Sst Calb2 Gpc5_3_3_2
103,108,1611,28861,78629,12.13109613,-2599.751233,0.055819272,Sst Hpse Syndig1l_2_2,Sst Calb2 Gpc5_3_3_2
106,108,700,4032,78629,37.73057253,-1928.366729,0.173611111,Sst Calb2 Gpc5_3_1,Sst Calb2 Gpc5_3_3_2
107,108,1845,4433,78629,90.45123853,-6956.304221,0.416196707,Sst Calb2 Gpc5_3_3_1,Sst Calb2 Gpc5_3_3_2
108,108,67529,78166,78629,187.7536156,-377982.9845,0.863917816,Sst Calb2 Gpc5_3_3_2,Sst Calb2 Gpc5_3_3_2
105,108,4297,44903,78629,20.7972482,-9257.442938,0.095695165,Sst Calb2 Prkg2_2_2,Sst Calb2 Gpc5_3_3_2
90,105,906,14006,45328,24.38631333,-2065.186505,0.064686563,Sst Crhr2 Pdyn_3_2,Sst Calb2 Prkg2_2_2
108,105,4778,78166,45328,23.04413077,-10801.9621,0.061126321,Sst Calb2 Gpc5_3_3_2,Sst Calb2 Prkg2_2_2
105,105,37174,44903,45328,312.1016115,-223057.3091,0.827873416,Sst Calb2 Prkg2_2_2,Sst Calb2 Prkg2_2_2
121,105,1813,24228,45328,28.21059935,-4409.894021,0.074830774,Pvalb Cartpt Syt2 Creb5_1_1,Sst Calb2 Prkg2_2_2
64,101,278,1467,856,3783.027937,-2094.915709,0.189502386,Sst Rasgef1b,Sst Calb2 Gpc5_3_2
101,101,499,525,856,18974.31511,-5026.305161,0.95047619,Sst Calb2 Gpc5_3_2,Sst Calb2 Gpc5_3_2
94,94,400,565,678,17843.51789,-3867.67093,0.707964602,Sst HIP Tll1_2,Sst HIP Tll1_2
93,94,85,591,678,3624.936324,-626.6337233,0.143824027,Sst HIP Tll1_1,Sst HIP Tll1_2
98,94,112,1171,678,2410.627268,-778.7311762,0.095644748,Sst RHP Cbln4 Neb_2,Sst HIP Tll1_2
94,93,72,565,635,3429.327439,-526.0761007,0.127433628,Sst HIP Tll1_2,Sst HIP Tll1_1
93,93,309,591,635,14070.05854,-2837.585423,0.52284264,Sst HIP Tll1_1,Sst HIP Tll1_1
98,93,172,1171,635,3952.723699,-1294.852978,0.146883006,Sst RHP Cbln4 Neb_2,Sst HIP Tll1_1
94,98,59,565,850,2099.342361,-400.4948232,0.104424779,Sst HIP Tll1_2,Sst RHP Cbln4 Neb_2
93,98,104,591,850,3537.737163,-765.28913,0.175972927,Sst HIP Tll1_1,Sst RHP Cbln4 Neb_2
98,98,476,1171,850,8172.026439,-4097.742701,0.406490179,Sst RHP Cbln4 Neb_2,Sst RHP Cbln4 Neb_2
95,98,47,601,850,1572.182983,-304.944122,0.078202995,Sst HIP Cbln4 Npy2r,Sst RHP Cbln4 Neb_2
40,95,293,3170,925,1707.517866,-1957.610121,0.092429022,Ndnf HPF 9330158H04Rik,Sst HIP Cbln4 Npy2r
94,95,25,565,925,817.4260225,-146.0790948,0.044247788,Sst HIP Tll1_2,Sst HIP Cbln4 Npy2r
98,95,91,1171,925,1435.626266,-581.9082824,0.077711358,Sst RHP Cbln4 Neb_2,Sst HIP Cbln4 Npy2r
95,95,376,601,925,11557.6695,-3389.18255,0.62562396,Sst HIP Cbln4 Npy2r,Sst HIP Cbln4 Npy2r
96,97,178,4001,3718,204.4752259,-781.6394786,0.044488878,Sst RHP Anxa2,Sst RHP Cbln4 Neb_1
98,97,46,1171,3718,180.5469608,-197.2622671,0.039282664,Sst RHP Cbln4 Neb_2,Sst RHP Cbln4 Neb_1
95,97,29,601,3718,221.7750938,-131.1690171,0.048252912,Sst HIP Cbln4 Npy2r,Sst RHP Cbln4 Neb_1
97,97,2862,3632,3718,3621.704688,-23866.85319,0.787995595,Sst RHP Cbln4 Neb_1,Sst RHP Cbln4 Neb_1
100,97,472,6005,3718,361.2586316,-2363.190939,0.078601166,Sst RHP Crhbp Adamtsl1_2_2,Sst RHP Cbln4 Neb_1
98,100,96,1171,6185,226.5026383,-432.9111209,0.081981213,Sst RHP Cbln4 Neb_2,Sst RHP Crhbp Adamtsl1_2_2
95,100,27,601,6185,124.1218441,-106.5931528,0.044925125,Sst HIP Cbln4 Npy2r,Sst RHP Crhbp Adamtsl1_2_2
97,100,456,3632,6185,346.8789372,-2263.208335,0.125550661,Sst RHP Cbln4 Neb_1,Sst RHP Crhbp Adamtsl1_2_2
100,100,5080,6005,6185,2337.273998,-40853.55242,0.845961699,Sst RHP Crhbp Adamtsl1_2_2,Sst RHP Crhbp Adamtsl1_2_2
85,77,58,1196,17362,47.73046805,-171.7869259,0.048494983,Sst Rxfp1 Bcl6_3_2_1,Sst Th
77,77,14416,17529,17362,809.4434476,-100343.1247,0.82240858,Sst Th,Sst Th
78,77,153,1887,17362,79.80285152,-529.2493243,0.081081081,Sst Lmo1 Eya1,Sst Th
111,77,282,4760,17362,58.30973059,-883.5348303,0.059243697,Pvalb Th Prr16,Sst Th
78,78,1222,1887,1595,6938.04719,-10797.9581,0.647588765,Sst Lmo1 Eya1,Sst Lmo1 Eya1
84,84,568,1430,1381,4914.929026,-4532.546425,0.397202797,Sst Rxfp1 Bcl6_3_1_3,Sst Rxfp1 Bcl6_3_1_3
84,112,100,1430,12784,93.47507702,-361.9022924,0.06993007,Sst Rxfp1 Bcl6_3_1_3,Pvalb Antxr2 Syt2 Tac1_2_1
112,112,9161,12994,12784,942.3926491,-62654.29987,0.7050177,Pvalb Antxr2 Syt2 Tac1_2_1,Pvalb Antxr2 Syt2 Tac1_2_1
109,112,251,6360,12784,52.75315943,-759.9864328,0.039465409,Pvalb Th Gabrg1_1,Pvalb Antxr2 Syt2 Tac1_2_1
111,112,422,4760,12784,118.505189,-1626.365381,0.088655462,Pvalb Th Prr16,Pvalb Antxr2 Syt2 Tac1_2_1
113,112,879,11531,12784,101.8952108,-3262.400564,0.076229295,Pvalb Antxr2 Syt2 Tac1_2_2,Pvalb Antxr2 Syt2 Tac1_2_1
109,109,3885,6360,5690,1834.510797,-28674.50122,0.610849057,Pvalb Th Gabrg1_1,Pvalb Th Gabrg1_1
110,109,854,22170,5690,115.6853973,-3297.670871,0.038520523,Pvalb Th Gabrg1_2,Pvalb Th Gabrg1_1
109,110,1335,6360,23201,154.602345,-5595.553956,0.20990566,Pvalb Th Gabrg1_1,Pvalb Th Gabrg1_2
110,110,20759,22170,23201,689.6562285,-147050.4287,0.936355435,Pvalb Th Gabrg1_2,Pvalb Th Gabrg1_2
111,110,794,4760,23201,122.8585758,-3119.279715,0.166806723,Pvalb Th Prr16,Pvalb Th Gabrg1_2
78,111,116,1887,4398,238.8523371,-528.073374,0.061473238,Sst Lmo1 Eya1,Pvalb Th Prr16
111,111,2865,4760,4398,2338.627648,-21732.54811,0.601890756,Pvalb Th Prr16,Pvalb Th Prr16
105,121,2062,44903,23299,33.68019933,-5389.880777,0.045921208,Sst Calb2 Prkg2_2_2,Pvalb Cartpt Syt2 Creb5_1_1
93,121,62,591,23299,76.94236981,-214.3596486,0.104906937,Sst HIP Tll1_1,Pvalb Cartpt Syt2 Creb5_1_1
98,121,53,1171,23299,33.19558482,-138.2809864,0.045260461,Sst RHP Cbln4 Neb_2,Pvalb Cartpt Syt2 Creb5_1_1
121,121,16600,24228,23299,502.5182894,-102679.8623,0.685157669,Pvalb Cartpt Syt2 Creb5_1_1,Pvalb Cartpt Syt2 Creb5_1_1
120,121,739,21182,23299,25.58814626,-1712.981676,0.034888113,Pvalb Htr2c Col25a1_3,Pvalb Cartpt Syt2 Creb5_1_1
123,121,2965,79907,23299,27.21455401,-7179.916716,0.037105635,Pvalb Cartpt Syt2 Creb5_1_2_2,Pvalb Cartpt Syt2 Creb5_1_1
122,121,43,508,23299,62.08205626,-139.8119413,0.084645669,Pvalb Cartpt Syt2 Creb5_1_2_1,Pvalb Cartpt Syt2 Creb5_1_1
98,120,59,1171,22707,37.91700167,-161.4590426,0.050384287,Sst RHP Cbln4 Neb_2,Pvalb Htr2c Col25a1_3
121,120,1232,24228,22707,38.26766945,-3357.359897,0.050850256,Pvalb Cartpt Syt2 Creb5_1_1,Pvalb Htr2c Col25a1_3
120,120,16188,21182,22707,575.1287833,-103703.5198,0.764233783,Pvalb Htr2c Col25a1_3,Pvalb Htr2c Col25a1_3
122,120,34,508,22707,50.36792688,-103.7079413,0.066929134,Pvalb Cartpt Syt2 Creb5_1_2_1,Pvalb Htr2c Col25a1_3
84,113,145,1430,11667,148.5153688,-592.8262873,0.101398601,Sst Rxfp1 Bcl6_3_1_3,Pvalb Antxr2 Syt2 Tac1_2_2
112,113,821,12994,11667,92.54218043,-2964.210385,0.063183008,Pvalb Antxr2 Syt2 Tac1_2_1,Pvalb Antxr2 Syt2 Tac1_2_2
113,113,8006,11531,11667,1016.922946,-55026.07552,0.694302315,Pvalb Antxr2 Syt2 Tac1_2_2,Pvalb Antxr2 Syt2 Tac1_2_2
114,113,1271,12184,11667,152.7900572,-5272.531562,0.104317137,Pvalb Antxr2 Syt2 Tac1_3_1_1,Pvalb Antxr2 Syt2 Tac1_2_2
117,113,635,17073,11667,54.47576255,-1947.827358,0.037193229,Pvalb Cartpt Sema3e Ptprz1_2,Pvalb Antxr2 Syt2 Tac1_2_2
113,114,1103,11531,11009,148.4770396,-4534.521727,0.09565519,Pvalb Antxr2 Syt2 Tac1_2_2,Pvalb Antxr2 Syt2 Tac1_3_1_1
114,114,7487,12184,11009,953.8250021,-50363.93082,0.614494419,Pvalb Antxr2 Syt2 Tac1_3_1_1,Pvalb Antxr2 Syt2 Tac1_3_1_1
117,114,824,17073,11009,74.91488734,-2798.397305,0.04826334,Pvalb Cartpt Sema3e Ptprz1_2,Pvalb Antxr2 Syt2 Tac1_3_1_1
90,117,471,14006,15916,36.10534388,-1249.438124,0.033628445,Sst Crhr2 Pdyn_3_2,Pvalb Cartpt Sema3e Ptprz1_2
84,117,43,1430,15916,32.28472703,-111.1628676,0.03006993,Sst Rxfp1 Bcl6_3_1_3,Pvalb Cartpt Sema3e Ptprz1_2
112,117,454,12994,15916,37.51264534,-1221.437431,0.034939203,Pvalb Antxr2 Syt2 Tac1_2_1,Pvalb Cartpt Sema3e Ptprz1_2
113,117,569,11531,15916,52.97976101,-1728.322134,0.049345243,Pvalb Antxr2 Syt2 Tac1_2_2,Pvalb Cartpt Sema3e Ptprz1_2
114,117,784,12184,15916,69.08613119,-2596.200078,0.064346684,Pvalb Antxr2 Syt2 Tac1_3_1_1,Pvalb Cartpt Sema3e Ptprz1_2
117,117,11091,17073,15916,697.4700536,-71679.13152,0.649622211,Pvalb Cartpt Sema3e Ptprz1_2,Pvalb Cartpt Sema3e Ptprz1_2
109,119,398,6360,21569,49.57863631,-1183.272959,0.062578616,Pvalb Th Gabrg1_1,Pvalb Cartpt Syt2 Creb5_4_1_2
119,119,16434,20765,21569,627.0179414,-108124.3059,0.791427883,Pvalb Cartpt Syt2 Creb5_4_1_2,Pvalb Cartpt Syt2 Creb5_4_1_2
114,124,411,12184,46897,12.29151742,-664.8822149,0.033732764,Pvalb Antxr2 Syt2 Tac1_3_1_1,Pvalb Cartpt Syt2 Creb5_2_1
124,124,33415,45855,46897,265.526785,-186874.5799,0.728710064,Pvalb Cartpt Syt2 Creb5_2_1,Pvalb Cartpt Syt2 Creb5_2_1
123,124,2506,79907,46897,11.42746264,-3912.897289,0.031361458,Pvalb Cartpt Syt2 Creb5_1_2_2,Pvalb Cartpt Syt2 Creb5_2_1
125,124,10479,188823,46897,20.22173973,-22979.2244,0.055496417,Pvalb Cartpt Syt2 Creb5_2_2,Pvalb Cartpt Syt2 Creb5_2_1
121,123,3531,24228,78078,31.89701947,-9142.08237,0.145740466,Pvalb Cartpt Syt2 Creb5_1_1,Pvalb Cartpt Syt2 Creb5_1_2_2
120,123,1340,21182,78078,13.84547263,-2330.057372,0.06326126,Pvalb Htr2c Col25a1_3,Pvalb Cartpt Syt2 Creb5_1_2_2
124,123,1822,45855,78078,8.696242179,-2378.540597,0.039733944,Pvalb Cartpt Syt2 Creb5_2_1,Pvalb Cartpt Syt2 Creb5_1_2_2
123,123,65185,79907,78078,178.5388754,-354924.829,0.815760822,Pvalb Cartpt Syt2 Creb5_1_2_2,Pvalb Cartpt Syt2 Creb5_1_2_2
125,123,5800,188823,78078,6.722689471,-6347.10211,0.030716597,Pvalb Cartpt Syt2 Creb5_2_2,Pvalb Cartpt Syt2 Creb5_1_2_2
122,123,59,508,78078,25.41898766,-140.4004254,0.116141732,Pvalb Cartpt Syt2 Creb5_1_2_1,Pvalb Cartpt Syt2 Creb5_1_2_2
109,125,264,6360,191316,3.707610899,-159.6159347,0.041509434,Pvalb Th Gabrg1_1,Pvalb Cartpt Syt2 Creb5_2_2
